accession,domain,phylum,class,order,family,genus,species,Amino acid utilization,Aromatics degradation,Arsenic cycling,C1 metabolism,Carbon fixation,Chlorite reduction,Complex carbon degradation,Ethanol fermentation,Fatty acid degradation,Fermentation,Halogenated compound utilization,Hydrogenases,Nitrile hydration,Nitrogen cycling,Oxidative phosphorylation,Perchlorate reduction,Selenate reduction,Sulfur cycling,Thermophilic specific
GCF_004343075.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum marinum,0,0,0,2,2,0,0,0,0,1,0,0,0,2,2,0,0,4,0
GCF_004343505.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum bhavnagarense,0,0,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,2,0
GCF_004345615.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Natronoflexus,Natronoflexus pectinivorans,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,1,0
GCF_004346185.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Aquabacter,Aquabacter spiritensis,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,0,0,1,0
GCF_004353905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia guartelaensis,0,0,0,3,0,0,0,0,0,2,0,0,0,5,4,0,0,1,0
GCF_004362045.1,Bacteria,Bacillota_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium saccharolyticum_C,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0
GCF_004362745.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Oharaeibacter,Oharaeibacter diazotrophicus,0,0,0,4,0,0,0,0,0,2,0,3,0,3,3,0,0,1,0
GCF_004365965.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum visakhapatnamense,0,0,0,2,2,0,0,0,0,1,0,2,0,2,2,0,0,3,0
GCF_004570865.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium frederickii,0,0,0,3,1,1,0,0,0,2,0,2,1,5,3,0,0,3,0
GCF_004571025.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium niftali,0,0,0,3,1,1,0,0,0,2,0,1,1,3,3,0,0,2,0
GCF_004745425.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus halotolerans,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
GCF_004766045.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus fructosivorans,0,0,1,0,0,0,0,0,0,2,0,3,0,2,1,0,1,4,0
GCF_004766055.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus sp004766055,0,0,1,0,0,0,0,0,0,2,0,6,0,1,1,0,1,4,0
GCF_004791025.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp004791025,0,0,0,1,0,0,0,0,0,2,0,0,1,4,3,0,0,2,0
GCF_004791165.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp004791165,0,0,0,1,0,0,0,0,0,2,0,0,1,3,4,0,0,1,0
GCF_004791585.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp004791585,0,0,0,2,1,0,0,0,0,2,0,0,1,4,3,0,0,3,0
GCF_004801295.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera_A,Thauera_A nasutitermitis,0,0,0,2,0,0,0,0,0,2,0,0,0,6,2,0,0,1,0
GCF_004801305.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera_A,Thauera_A rhizosphaerae,0,0,0,2,0,0,0,0,0,2,0,3,0,6,3,1,0,2,0
GCF_004802635.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis heyeri,0,0,0,4,0,0,0,0,0,2,0,3,0,2,3,0,0,1,0
GCF_004827385.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sp004827385,0,0,0,3,1,0,0,0,0,2,0,1,1,5,3,0,0,1,0
GCF_004917065.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Geobacteraceae,Geomonas,Geomonas ferrireducens,0,0,0,0,0,0,0,0,0,1,0,2,0,4,3,1,0,1,0
GCF_004917075.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Geobacteraceae,Geomonas,Geomonas edaphica,0,0,0,0,0,0,0,0,0,1,0,2,0,4,3,1,0,1,0
GCF_004923315.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum sp003116065,0,0,0,3,1,0,0,0,0,2,0,3,1,5,4,0,0,3,0
GCF_005116575.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,Desulforhopalus sp005116575,0,0,2,0,0,0,0,0,0,2,0,2,0,2,2,1,1,4,0
GCF_005116645.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,Desulforhopalus sp005116645,0,0,0,0,0,0,0,0,0,2,0,3,0,2,3,1,1,4,0
GCF_005116655.2,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Desulfopila flagellatus,0,0,2,0,0,0,0,0,0,2,0,2,0,3,2,0,1,4,0
GCF_005116675.2,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Desulfopila ganghwensis,0,0,2,1,0,0,0,0,0,2,0,3,0,2,2,0,1,4,0
GCF_005153485.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys sp005153485,0,0,0,1,0,1,0,0,0,2,0,2,1,2,3,0,0,3,0
GCF_005484945.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Brenneria,Brenneria rubrifaciens,0,0,0,1,0,0,0,0,0,2,0,2,1,1,2,0,0,0,0
GCF_005771535.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter arenosus,0,0,1,1,0,0,0,0,0,1,0,3,0,5,2,0,0,3,0
GCF_005860775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella indica,0,0,0,1,0,0,0,0,0,2,0,1,0,3,2,1,1,0,0
GCF_005870025.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mangrovicoccus,Mangrovicoccus sp005870025,0,0,0,4,1,0,0,0,0,2,0,2,0,2,4,0,0,3,0
GCF_005877885.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Saccharicrinis,Saccharicrinis sediminis,0,0,0,0,0,0,0,0,0,1,0,6,0,2,3,0,0,0,0
GCF_006175985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotetracoccus,Methylotetracoccus oryzae,0,0,0,3,0,0,0,0,0,2,0,2,0,3,2,0,0,3,0
GCF_006175995.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulfobotulus,Desulfobotulus mexicanus,0,0,0,0,0,0,0,0,0,1,0,4,0,3,1,0,0,3,0
GCF_006265165.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum thiosulfatiphilum,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,5,0
GCF_006440775.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp006440775,0,0,0,1,0,0,0,0,0,2,0,0,0,3,3,0,0,2,0
GCF_006459125.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Halarcobacter anaerophilus,0,0,1,1,0,0,0,0,0,1,0,2,0,3,2,0,0,3,0
GCF_006483455.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,Methylomonas koyamae_B,0,0,0,3,0,0,0,0,0,2,0,3,0,3,2,0,0,2,0
GCF_006496635.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,Azoarcus sp006496635,0,0,0,5,0,0,0,0,0,2,0,3,0,4,3,0,0,2,0
GCF_006516955.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Martelella,Martelella alba,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0
GCF_006519715.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Ideonella,Ideonella azotifigens,0,0,0,2,1,0,0,0,0,2,0,1,1,2,4,0,0,2,0
GCF_006539345.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter peroxydans,0,0,0,3,0,0,0,0,0,2,0,2,0,1,3,0,0,1,0
GCF_006539725.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella terrigena,0,0,0,1,0,0,0,0,0,2,0,1,1,3,2,1,1,0,0
GCF_006546655.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus vulcani_A,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0
GCF_006546985.1,Bacteria,Bacillota,Bacilli,Bacillales,DSM-18226,VATK01,VATK01 sp006546985,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,0,0,2,0
GCF_006711645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella electrica,0,0,0,1,0,0,0,0,0,2,0,1,1,3,2,0,0,0,0
GCF_006742065.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium butyricum,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
GCF_006968745.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Brasilonema,Brasilonema sennae,0,0,0,1,1,0,0,0,0,2,0,1,0,1,2,0,0,2,0
GCF_006980715.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Oleiliquidispirillum,Oleiliquidispirillum nitrogeniifigens,0,0,0,1,0,0,0,0,0,2,0,2,0,4,3,0,0,1,0
GCF_007005445.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Rhodopseudomonas palustris_G,0,0,0,2,2,0,0,0,0,2,0,2,1,3,3,0,0,2,0
GCF_007097545.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,Trinickia caryophylli,0,0,0,2,1,0,0,0,0,2,0,0,0,5,3,0,0,1,0
GCF_007115105.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sp007115105,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
GCF_007475525.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Methylacidiphilum kamchatkense,0,0,0,3,1,1,0,0,0,2,0,1,0,2,1,0,0,0,0
GCF_007625075.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Oceanidesulfovibrio,Oceanidesulfovibrio indonesiensis,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,0,0,4,0
GCF_007827695.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium medicae,0,0,0,3,1,0,0,0,0,2,0,0,1,5,4,0,0,1,0
GCF_007827795.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense_E,0,0,0,2,0,0,0,0,0,2,0,1,0,3,4,0,0,2,0
GCF_007828035.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Nitrospirillum,Nitrospirillum amazonense_A,0,0,0,2,1,0,0,0,0,2,0,2,0,2,4,0,0,1,0
GCF_007828045.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Nitrospirillum,Nitrospirillum amazonense_C,0,0,0,2,1,0,0,0,0,2,0,2,0,2,4,0,0,1,0
GCF_007830255.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas,Azomonas agilis,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0
GCF_007830295.1,Bacteria,Bacillota_C,Negativicutes,Sporomusales,Sporomusaceae,Sporomusa,Sporomusa sp007830295,0,0,1,0,0,0,0,0,0,1,0,7,0,3,1,0,1,3,0
GCF_007830435.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulfobotulus,Desulfobotulus alkaliphilus,0,0,0,0,0,0,0,0,0,1,0,4,0,3,1,0,0,3,0
GCF_007830635.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium huanghuaihaiense,0,0,0,2,1,1,0,0,0,2,0,0,1,5,4,0,0,2,0
GCF_007904085.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Rubidibacteraceae,Halothece,Halothece natronophila,0,0,0,1,1,0,0,0,0,2,0,0,0,1,2,0,0,3,0
GCF_007993935.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium macuxiense_A,0,0,0,3,1,1,0,0,0,2,0,1,1,3,4,0,0,2,0
GCF_008001235.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio onnuriiensis,0,0,0,0,0,0,0,0,0,2,0,3,0,2,1,0,1,4,0
GCF_008041945.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Natronospirillaceae,Reinekea,Reinekea thalattae,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0
GCF_008086595.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium paludosum,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0
GCF_008086615.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium tundrae,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,2,0
GCF_008107685.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp008107685,0,0,0,3,0,0,0,0,0,2,0,0,0,1,4,0,0,1,0
GCF_008123425.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium rifense,0,0,0,3,1,1,0,0,0,2,0,1,1,1,4,0,0,2,0
GCF_008123965.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium hipponense,0,0,0,2,1,1,0,0,0,2,0,1,1,5,4,0,0,2,0
GCF_008330225.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Oryzomonas,Oryzomonas sp008330225,0,0,0,1,0,0,0,0,0,1,0,3,0,2,2,0,0,1,0
GCF_008364825.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum sp008364825,0,0,0,3,1,0,0,0,0,2,0,3,0,5,4,0,0,0,0
GCF_008365405.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense_D,0,0,0,2,0,0,0,0,0,2,0,1,0,4,4,0,0,2,0
GCF_008520305.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp008520305,0,0,0,3,0,0,0,0,0,1,0,0,1,2,4,0,0,1,0
GCF_008630065.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Blastochloris,Blastochloris sulfoviridis,0,0,0,0,1,0,0,0,0,2,0,2,0,2,1,0,0,4,0
GCF_008632455.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,Methylomonas rhizoryzae,0,0,0,4,0,0,0,0,0,2,0,3,0,3,2,0,0,2,0
GCF_008710095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Affinibrenneria,Affinibrenneria salicis,0,0,0,1,0,0,0,0,0,2,0,1,1,0,2,0,1,0,0
GCF_008710135.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus spiritus,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,1,0
GCF_008727795.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Nitrincola,Nitrincola iocasae,0,0,0,2,1,0,0,0,0,2,0,0,0,3,3,0,0,1,0
GCF_008802365.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Oryzomonas,Oryzomonas japonica,0,0,0,0,0,0,0,0,0,1,0,3,0,3,2,0,0,1,0
GCF_008830225.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio senegalensis,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,1,4,0
GCF_008843145.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,Skermanella pratensis,0,0,0,3,1,0,0,0,0,2,0,1,1,2,3,0,0,1,0
GCF_008932245.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium alkalisoli,0,0,1,3,0,0,0,0,0,2,0,0,1,5,3,0,0,1,0
GCF_008973665.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus tengchongensis,0,0,0,0,0,1,0,0,0,1,0,1,0,2,3,1,0,1,0
GCF_009258225.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas lithotrophica,0,0,0,0,1,0,0,0,0,2,0,1,0,4,1,0,0,2,0
GCF_009296175.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,Microvirga tunisiensis,0,0,0,2,0,0,0,0,0,2,0,0,1,2,3,0,0,1,0
GCF_009362735.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia franconis,0,0,1,4,1,0,0,0,0,2,0,1,1,3,4,1,0,1,0
GCF_009362785.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia atlantica,0,0,0,3,1,0,0,0,0,2,0,1,0,2,4,0,0,2,0
GCF_009362815.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Alkalibacteraceae,M08DMB,M08DMB sp009362815,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
GCF_009363115.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus brasilensis,0,0,0,0,0,1,0,0,0,2,0,2,0,2,4,1,0,2,0
GCF_009428905.1,Bacteria,Bacillota_B,Desulfotomaculia,Desulfotomaculales,Desulfovirgulaceae,Desulfofundulus_A,Desulfofundulus_A thermobenzoicus,0,0,1,0,0,0,0,0,0,2,0,4,0,1,1,0,1,4,0
GCF_009469605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,Zoogloea sp009469605,0,0,0,4,0,0,0,0,0,2,0,3,0,5,3,0,0,2,0
GCF_009469615.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus sp009469615,0,0,0,1,1,0,0,0,0,2,0,1,0,6,2,0,0,3,0
GCF_009469695.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,Propionivibrio limicola,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0
GCF_009498235.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylospira,Methylospira mobilis,0,0,0,4,1,0,0,0,0,2,0,2,0,2,2,0,0,2,0
GCF_009601025.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospira,Rhodospira navarrensis,0,0,1,1,1,0,0,0,0,2,0,1,0,2,3,0,0,1,0
GCF_009601505.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium terangae,0,0,0,3,1,0,0,0,0,2,0,1,1,5,3,0,0,1,0
GCF_009617575.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Rhodocyclus,Rhodocyclus gracilis,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0
GCF_009649955.1,Bacteria,Bacillota_B,Desulfitobacteriia,Heliobacteriales,Heliobacteriaceae,Heliorestis,Heliorestis convoluta,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,0
GCF_009664085.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,Thermochromatium tepidum,0,0,1,0,1,0,0,0,0,2,0,3,0,1,2,0,0,4,0
GCF_009688945.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina alkanivorans,0,0,1,0,0,0,0,0,0,2,0,4,0,3,2,0,1,4,0
GCF_009688965.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina widdelii,0,0,1,0,0,0,0,0,0,2,0,5,0,3,2,1,1,4,0
GCF_009689005.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina ovata,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,1,4,0
GCF_009720655.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,Rhodoblastus acidophilus_A,0,0,0,3,2,0,0,0,0,2,0,3,0,1,2,0,0,4,0
GCF_009720725.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,Thermochromatium palmeri,0,0,0,0,1,0,0,0,0,2,0,3,0,2,2,0,0,5,0
GCF_009720735.1,Bacteria,Bacillota_B,Desulfitobacteriia,Heliobacteriales,Heliobacteriaceae,Heliobacterium,Heliobacterium mobile,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,1,1,0
GCF_009725235.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema,Scytonema sp009725235,0,0,0,2,1,0,0,0,0,2,0,2,0,1,2,0,0,3,0
GCF_009729555.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio alkaliphilus,0,0,0,1,0,0,0,0,0,2,0,3,0,2,1,0,0,4,0
GCF_009746625.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Caproicibacter,Caproicibacter fermentans,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
GCF_009759665.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium cajani,0,0,0,4,1,1,0,0,0,2,0,1,1,4,4,0,0,2,0
GCF_009762795.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio cashew,0,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,0,4,0
GCF_009800965.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Cognatazoarcus,Cognatazoarcus halotolerans,0,0,0,4,1,0,0,0,0,2,0,1,0,5,3,0,0,3,0
GCF_009811655.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,Methylosinus sp009811655,0,0,0,3,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0
GCF_009847015.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Sunxiuqinia,Sunxiuqinia indica,0,0,0,0,0,0,0,0,0,2,0,3,0,2,3,0,0,1,0
GCF_009856865.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio aerotolerans,0,0,0,0,0,0,0,0,0,2,0,4,0,3,1,0,0,3,0
GCF_009857815.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Pseudomaricurvus,Pseudomaricurvus sp009857815,0,0,0,2,0,0,0,0,0,1,0,0,0,2,3,0,0,2,0
GCF_009877425.1,Bacteria,Bacillota_B,Desulfitobacteriia,Heliobacteriales,Heliobacteriaceae,Heliomicrobium,Heliomicrobium undosum,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,1,1,0
GCF_009905255.1,Bacteria,Bacillota_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium aotearoense,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0
GCF_009914765.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,Halodesulfovibrio sp009914765,0,0,0,0,0,0,0,0,0,2,0,3,0,3,2,0,0,2,0
